1693,michael,3
1717,michael,1
1765,michael,1
1774,michael,1
1779,michael,1
1787,michael,1
1791,michael,2
1797,michael,3
1799,michael,5
1801,michael,19
1802,michael,16
1803,michael,6
1804,michael,3
1805,michael,17
1806,michael,3
1807,michael,22
1808,michael,5
1809,michael,7
1810,michael,58
1811,michael,9
1812,michael,6
1813,michael,7
1814,michael,5
1815,michael,8
1816,michael,6
1817,michael,16
1818,michael,6
1819,michael,7
1820,michael,32
1821,michael,43
1822,michael,15
1823,michael,14
1824,michael,19
1825,michael,85
1826,michael,33
1827,michael,28
1828,michael,16
1829,michael,195
1830,michael,34
1831,michael,144
1832,michael,178
1833,michael,69
1834,michael,68
1835,michael,47
1836,michael,85
1837,michael,37
1838,michael,59
1839,michael,36
1840,michael,83
1841,michael,101
1842,michael,76
1843,michael,95
1844,michael,104
1845,michael,104
1846,michael,245
1847,michael,174
1848,michael,92
1849,michael,197
1850,michael,163
1851,michael,163
1852,michael,160
1853,michael,196
1854,michael,212
1855,michael,246
1856,michael,272
1857,michael,245
1858,michael,150
1859,michael,174
1860,michael,299
1861,michael,141
1862,michael,203
1863,michael,79
1864,michael,203
1865,michael,356
1866,michael,249
1867,michael,243
1868,michael,165
1869,michael,227
1870,michael,190
1871,michael,165
1872,michael,227
1873,michael,156
1874,michael,234
1875,michael,304
1876,michael,320
1877,michael,325
1878,michael,288
1879,michael,530
1880,michael,423
1881,michael,346
1882,michael,362
1883,michael,2046
1884,michael,331
1885,michael,600
1886,michael,2026
1887,michael,753
1888,michael,625
1889,michael,513
1890,michael,996
1891,michael,521
1892,michael,469
1893,michael,652
1894,michael,840
1895,michael,1046
1896,michael,712
1897,michael,832
1898,michael,648
1899,michael,666
1900,michael,605
1901,michael,700
1902,michael,578
1903,michael,946
1904,michael,1646
1905,michael,669
1906,michael,771
1907,michael,699
1908,michael,2397
1909,michael,1791
1910,michael,1707
1911,michael,2249
1912,michael,1344
1913,michael,2440
1914,michael,1527
1915,michael,4757
1916,michael,2047
1917,michael,1015
1918,michael,998
1919,michael,1098
1920,michael,897
1921,michael,2046
1922,michael,1778
1923,michael,1135
1924,michael,887
1925,michael,760
1926,michael,832
1927,michael,801
1928,michael,1023
1929,michael,881
1930,michael,1234
1931,michael,879
1932,michael,1584
1933,michael,359
1934,michael,558
1935,michael,622
1936,michael,531
1937,michael,736
1938,michael,923
1939,michael,641
1940,michael,848
1941,michael,950
1942,michael,571
1943,michael,3211
1944,michael,1651
1945,michael,685
1946,michael,822
1947,michael,3172
1948,michael,1173
1949,michael,1472
1950,michael,969
1951,michael,856
1952,michael,828
1953,michael,696
1954,michael,1822
1955,michael,682
1956,michael,1563
1957,michael,780
1958,michael,1187
1959,michael,1513
1960,michael,1350
1961,michael,1783
1962,michael,1485
1963,michael,1713
1964,michael,1499
1965,michael,1896
1966,michael,2183
1967,michael,2283
1968,michael,3921
1969,michael,2737
1970,michael,3846
1971,michael,3529
1972,michael,3968
1973,michael,3239
1974,michael,3937
1975,michael,3052
1976,michael,3289
1977,michael,3484
1978,michael,3876
1979,michael,5027
1980,michael,5015
1981,michael,3561
1982,michael,8358
1983,michael,5190
1984,michael,5131
1985,michael,12245
1986,michael,5849
1987,michael,5437
1988,michael,6003
1989,michael,9443
1990,michael,8689
1991,michael,8007
1992,michael,6157
1993,michael,7204
1994,michael,6201
1995,michael,7237
1996,michael,6433
1997,michael,4687
1998,michael,5601
1999,michael,5853
2000,michael,5583
2001,michael,5040
2002,michael,7605
2003,michael,7619
2004,michael,6739
2005,michael,5550
2006,michael,4800
2007,michael,5151
2008,michael,3258
2009,michael,386
1801,robert,1
1803,robert,2
1806,robert,1
1807,robert,2
1809,robert,1
1810,robert,2
1813,robert,1
1814,robert,1
1821,robert,3
1823,robert,1
1825,robert,2
1826,robert,2
1828,robert,1
1829,robert,3
1830,robert,2
1831,robert,3
1832,robert,3
1833,robert,1
1834,robert,2
1836,robert,1
1838,robert,1
1842,robert,4
1843,robert,1
1844,robert,1
1845,robert,3
1846,robert,1
1847,robert,10
1848,robert,3
1850,robert,1
1853,robert,4
1854,robert,2
1855,robert,1
1856,robert,4
1857,robert,1
1858,robert,4
1859,robert,2
1860,robert,3
1861,robert,1
1863,robert,1
1865,robert,1
1866,robert,17
1867,robert,1
1869,robert,9
1871,robert,4
1872,robert,1
1873,robert,1
1874,robert,1
1875,robert,1
1876,robert,3
1878,robert,1
1879,robert,3
1880,robert,1
1881,robert,2
1883,robert,1
1885,robert,2
1886,robert,1
1887,robert,1
1888,robert,2
1889,robert,1
1890,robert,1
1891,robert,1
1892,robert,2
1893,robert,5
1894,robert,4
1895,robert,2
1896,robert,5
1898,robert,7
1899,robert,9
1900,robert,10
1901,robert,7
1902,robert,10
1903,robert,6
1904,robert,2
1905,robert,13
1906,robert,2
1907,robert,7
1908,robert,4
1909,robert,1
1910,robert,16
1911,robert,3
1912,robert,3
1913,robert,8
1914,robert,6
1915,robert,5
1916,robert,2
1917,robert,4
1918,robert,1
1919,robert,31
1920,robert,3
1921,robert,3
1922,robert,3
1923,robert,17
1924,robert,3
1926,robert,1
1927,robert,3
1928,robert,37
1929,robert,1
1930,robert,4
1931,robert,1
1932,robert,2
1935,robert,3
1936,robert,1
1937,robert,16
1938,robert,3
1939,robert,4
1940,robert,9
1941,robert,5
1942,robert,2
1944,robert,1
1945,robert,4
1947,robert,1
1951,robert,5
1953,robert,2
1955,robert,8
1956,robert,2
1957,robert,3
1958,robert,2
1959,robert,7
1960,robert,1
1961,robert,1
1962,robert,2
1963,robert,3
1964,robert,3
1965,robert,1
1966,robert,5
1967,robert,13
1968,robert,2
1969,robert,2
1970,robert,1
1972,robert,3
1973,robert,2
1974,robert,3
1975,robert,3
1976,robert,3
1977,robert,16
1979,robert,3
1982,robert,4
1983,robert,2
1984,robert,5
1985,robert,4
1986,robert,1
1987,robert,1
1988,robert,1
1989,robert,1
1990,robert,1
1992,robert,3
1993,robert,2
1994,robert,1
1995,robert,2
1996,robert,3
1998,robert,2
1999,robert,1
2000,robert,1
2001,robert,2
2002,robert,2
2003,robert,7
2004,robert,6
2005,robert,1
2007,robert,4
2008,robert,4
1831,james,1
1842,james,1
1843,james,1
1845,james,1
1848,james,1
1850,james,1
1852,james,1
1854,james,1
1856,james,1
1857,james,1
1860,james,2
1865,james,1
1869,james,1
1871,james,1
1872,james,1
1873,james,3
1878,james,2
1880,james,2
1881,james,2
1884,james,2
1885,james,1
1886,james,1
1888,james,1
1889,james,2
1891,james,2
1894,james,2
1895,james,3
1896,james,5
1897,james,79
1898,james,3
1899,james,2
1900,james,2
1901,james,1
1902,james,4
1903,james,3
1904,james,1
1907,james,3
1909,james,2
1910,james,1
1911,james,2
1912,james,2
1913,james,1
1914,james,1
1915,james,1
1916,james,4
1917,james,1
1918,james,2
1920,james,4
1921,james,3
1922,james,4
1923,james,1
1925,james,1
1929,james,1
1931,james,3
1935,james,1
1936,james,1
1938,james,2
1941,james,3
1946,james,1
1947,james,6
1948,james,1
1952,james,10
1954,james,1
1957,james,1
1958,james,2
1960,james,2
1961,james,1
1963,james,4
1964,james,1
1965,james,3
1967,james,4
1968,james,1
1969,james,5
1970,james,2
1971,james,3
1973,james,1
1974,james,23
1975,james,2
1976,james,1
1977,james,13
1978,james,3
1979,james,2
1983,james,1
1985,james,5
1986,james,1
1988,james,1
1991,james,2
1992,james,1
1994,james,3
1995,james,3
1997,james,1
1998,james,1
1999,james,2
2000,james,21
2001,james,2
2002,james,1
2003,james,10
2004,james,3
2005,james,1
2006,james,1
2007,james,3
2008,james,1
1804,linda,1
1807,linda,1
1810,linda,1
1811,linda,10
1814,linda,1
1815,linda,1
1819,linda,1
1821,linda,1
1822,linda,2
1823,linda,1
1825,linda,2
1826,linda,2
1827,linda,1
1829,linda,1
1832,linda,3
1833,linda,1
1834,linda,2
1835,linda,1
1836,linda,5
1837,linda,1
1838,linda,3
1839,linda,4
1840,linda,2
1841,linda,1
1842,linda,3
1843,linda,9
1844,linda,3
1845,linda,10
1846,linda,4
1847,linda,4
1848,linda,9
1849,linda,4
1850,linda,11
1851,linda,7
1852,linda,5
1853,linda,3
1854,linda,9
1855,linda,28
1856,linda,19
1857,linda,7
1858,linda,6
1859,linda,11
1860,linda,1
1861,linda,4
1862,linda,1
1863,linda,4
1864,linda,9
1865,linda,5
1866,linda,10
1867,linda,2
1868,linda,4
1869,linda,9
1870,linda,12
1871,linda,7
1872,linda,7
1873,linda,5
1874,linda,19
1875,linda,16
1877,linda,2
1878,linda,4
1879,linda,4
1880,linda,4
1881,linda,4
1882,linda,21
1883,linda,14
1884,linda,12
1885,linda,7
1886,linda,18
1887,linda,7
1888,linda,10
1889,linda,8
1890,linda,13
1891,linda,6
1892,linda,10
1893,linda,11
1894,linda,4
1895,linda,13
1896,linda,7
1897,linda,1
1898,linda,21
1899,linda,9
1900,linda,14
1901,linda,15
1902,linda,29
1903,linda,12
1904,linda,19
1905,linda,3
1906,linda,3
1907,linda,10
1908,linda,13
1909,linda,9
1910,linda,22
1911,linda,25
1912,linda,19
1913,linda,29
1914,linda,8
1915,linda,27
1916,linda,17
1917,linda,15
1918,linda,30
1919,linda,11
1920,linda,7
1921,linda,26
1922,linda,15
1923,linda,8
1924,linda,4
1925,linda,3
1926,linda,10
1927,linda,13
1928,linda,5
1929,linda,20
1930,linda,45
1931,linda,23
1932,linda,11
1933,linda,14
1934,linda,10
1935,linda,12
1936,linda,23
1937,linda,18
1938,linda,7
1939,linda,15
1940,linda,33
1941,linda,21
1942,linda,30
1943,linda,19
1944,linda,5
1945,linda,28
1946,linda,16
1947,linda,46
1948,linda,54
1949,linda,12
1950,linda,31
1951,linda,15
1952,linda,49
1953,linda,24
1954,linda,35
1955,linda,28
1956,linda,15
1957,linda,287
1958,linda,8
1959,linda,22
1960,linda,39
1961,linda,30
1962,linda,37
1963,linda,24
1964,linda,50
1965,linda,39
1966,linda,77
1967,linda,31
1968,linda,71
1969,linda,80
1970,linda,69
1971,linda,78
1972,linda,88
1973,linda,105
1974,linda,54
1975,linda,122
1976,linda,164
1977,linda,91
1978,linda,56
1979,linda,65
1980,linda,65
1981,linda,61
1982,linda,86
1983,linda,48
1984,linda,71
1985,linda,71
1986,linda,73
1987,linda,110
1988,linda,102
1989,linda,106
1990,linda,81
1991,linda,121
1992,linda,107
1993,linda,124
1994,linda,114
1995,linda,120
1996,linda,133
1997,linda,178
1998,linda,190
1999,linda,166
2000,linda,225
2001,linda,268
2002,linda,486
2003,linda,457
2004,linda,325
2005,linda,272
2006,linda,342
2007,linda,465
2008,linda,106
2009,linda,32
1818,john,1
1825,john,1
1831,john,1
1835,john,2
1836,john,1
1839,john,1
1841,john,1
1843,john,1
1846,john,2
1847,john,2
1851,john,1
1852,john,1
1853,john,1
1855,john,1
1856,john,2
1860,john,3
1861,john,2
1864,john,2
1865,john,1
1868,john,1
1869,john,1
1870,john,1
1872,john,2
1873,john,1
1874,john,1
1875,john,2
1880,john,1
1881,john,2
1882,john,1
1883,john,1
1884,john,3
1885,john,1
1887,john,1
1888,john,2
1890,john,4
1891,john,2
1893,john,1
1897,john,3
1898,john,2
1899,john,2
1900,john,1
1901,john,1
1902,john,2
1903,john,2
1904,john,2
1905,john,2
1906,john,3
1908,john,1
1909,john,2
1910,john,2
1911,john,1
1912,john,5
1913,john,3
1914,john,3
1915,john,3
1916,john,1
1917,john,2
1918,john,4
1919,john,1
1920,john,1
1922,john,3
1923,john,3
1924,john,1
1927,john,1
1928,john,3
1929,john,1
1930,john,1
1931,john,2
1932,john,1
1935,john,2
1939,john,2
1942,john,2
1944,john,2
1945,john,1
1946,john,3
1947,john,1
1948,john,2
1949,john,2
1951,john,3
1952,john,1
1953,john,1
1954,john,3
1955,john,1
1957,john,1
1958,john,2
1959,john,1
1961,john,4
1963,john,3
1964,john,2
1966,john,2
1967,john,1
1968,john,6
1969,john,2
1970,john,3
1972,john,1
1973,john,2
1974,john,1
1975,john,2
1976,john,2
1977,john,3
1978,john,3
1979,john,4
1980,john,2
1981,john,5
1982,john,2
1983,john,4
1984,john,2
1985,john,1
1986,john,1
1987,john,4
1988,john,3
1989,john,3
1990,john,1
1991,john,4
1993,john,3
1994,john,5
1995,john,1
1996,john,4
1997,john,3
1998,john,2
1999,john,1
2000,john,1
2001,john,2
2002,john,2
2003,john,2
2004,john,4
2005,john,2
2006,john,4
2007,john,6
2008,john,3
2009,john,1
1735,linda,1
1806,linda,1
1810,linda,1
1816,linda,16
1818,linda,1
1823,linda,12
1827,linda,1
1828,linda,2
1830,linda,1
1836,linda,2
1837,linda,1
1838,linda,1
1847,linda,48
1851,linda,1
1853,linda,3
1854,linda,7
1855,linda,7
1856,linda,10
1857,linda,40
1858,linda,3
1859,linda,12
1860,linda,6
1861,linda,31
1862,linda,50
1864,linda,31
1865,linda,4
1866,linda,2
1867,linda,15
1868,linda,73
1869,linda,40
1870,linda,14
1871,linda,28
1872,linda,10
1873,linda,4
1874,linda,109
1875,linda,14
1876,linda,5
1877,linda,73
1878,linda,6
1879,linda,7
1880,linda,5
1881,linda,15
1882,linda,15
1883,linda,46
1884,linda,30
1885,linda,57
1886,linda,55
1887,linda,23
1888,linda,20
1889,linda,16
1890,linda,29
1891,linda,43
1892,linda,43
1893,linda,17
1894,linda,16
1895,linda,18
1896,linda,5
1897,linda,17
1898,linda,39
1899,linda,54
1900,linda,26
1901,linda,4
1902,linda,27
1903,linda,36
1904,linda,28
1905,linda,18
1906,linda,21
1907,linda,8
1908,linda,89
1909,linda,8
1910,linda,162
1911,linda,25
1912,linda,23
1913,linda,28
1914,linda,23
1915,linda,38
1916,linda,36
1917,linda,41
1918,linda,7
1919,linda,87
1920,linda,44
1921,linda,43
1922,linda,50
1923,linda,372
1924,linda,12
1925,linda,28
1926,linda,26
1927,linda,23
1928,linda,146
1929,linda,966
1930,linda,29
1931,linda,160
1932,linda,25
1933,linda,21
1934,linda,46
1935,linda,855
1936,linda,46
1937,linda,688
1938,linda,34
1939,linda,901
1940,linda,714
1941,linda,495
1942,linda,41
1943,linda,21
1944,linda,29
1945,linda,16
1946,linda,74
1947,linda,40
1948,linda,35
1949,linda,1310
1950,linda,337
1951,linda,927
1952,linda,1032
1953,linda,117
1954,linda,87
1955,linda,373
1956,linda,1127
1957,linda,991
1958,linda,43
1959,linda,642
1960,linda,909
1961,linda,247
1962,linda,389
1963,linda,940
1964,linda,166
1965,linda,147
1966,linda,233
1967,linda,1091
1968,linda,566
1969,linda,559
1970,linda,989
1971,linda,469
1972,linda,1005
1973,linda,685
1974,linda,1079
1975,linda,1016
1976,linda,702
1977,linda,851
1978,linda,739
1979,linda,1604
1980,linda,1482
1981,linda,1891
1982,linda,1589
1983,linda,2018
1984,linda,1317
1985,linda,2024
1986,linda,1831
1987,linda,1493
1988,linda,1538
1989,linda,1696
1990,linda,2162
1991,linda,2346
1992,linda,1460
1993,linda,1571
1994,linda,1408
1995,linda,1855
1996,linda,2613
1997,linda,1082
1998,linda,1388
1999,linda,1112
2000,linda,1707
2001,linda,1142
2002,linda,1446
2003,linda,2419
2004,linda,1418
2005,linda,1612
2006,linda,1511
2007,linda,1942
2008,linda,495
2009,linda,59
1584,michael,1
1648,michael,2
1662,michael,2
1663,michael,3
1666,michael,2
1667,michael,3
1669,michael,1
1692,michael,4
1693,michael,12
1703,michael,14
1708,michael,3
1711,michael,1
1713,michael,2
1717,michael,2
1728,michael,2
1729,michael,4
1730,michael,1
1731,michael,13
1738,michael,3
1741,michael,3
1743,michael,1
1747,michael,8
1752,michael,2
1758,michael,2
1762,michael,1
1764,michael,3
1765,michael,51
1768,michael,1
1769,michael,3
1771,michael,1
1772,michael,1
1774,michael,3
1775,michael,4
1776,michael,5
1779,michael,6
1782,michael,7
1783,michael,2
1784,michael,1
1785,michael,8
1786,michael,4
1787,michael,4
1788,michael,2
1789,michael,1
1790,michael,13
1791,michael,2
1792,michael,14
1793,michael,4
1794,michael,12
1795,michael,15
1796,michael,10
1797,michael,13
1798,michael,17
1799,michael,146
1800,michael,77
1801,michael,126
1802,michael,300
1803,michael,158
1804,michael,400
1805,michael,286
1806,michael,218
1807,michael,196
1808,michael,298
1809,michael,385
1810,michael,1148
1811,michael,371
1812,michael,150
1813,michael,310
1814,michael,184
1815,michael,114
1816,michael,193
1817,michael,313
1818,michael,294
1819,michael,327
1820,michael,443
1821,michael,888
1822,michael,541
1823,michael,558
1824,michael,833
1825,michael,2311
1826,michael,672
1827,michael,710
1828,michael,514
1829,michael,1071
1830,michael,1141
1831,michael,2485
1832,michael,1886
1833,michael,1382
1834,michael,1617
1835,michael,1514
1836,michael,1597
1837,michael,1129
1838,michael,1204
1839,michael,1485
1840,michael,2297
1841,michael,1472
1842,michael,1184
1843,michael,1545
1844,michael,2609
1845,michael,2739
1846,michael,2179
1847,michael,2026
1848,michael,1791
1849,michael,2228
1850,michael,3173
1851,michael,2858
1852,michael,2411
1853,michael,4157
1854,michael,4043
1855,michael,3853
1856,michael,3067
1857,michael,3285
1858,michael,2566
1859,michael,3327
1860,michael,3231
1861,michael,1624
1862,michael,1787
1863,michael,1533
1864,michael,2181
1865,michael,3844
1866,michael,3507
1867,michael,3739
1868,michael,3068
1869,michael,3746
1870,michael,3675
1871,michael,4239
1872,michael,2979
1873,michael,3595
1874,michael,4741
1875,michael,4421
1876,michael,4696
1877,michael,6565
1878,michael,3997
1879,michael,5372
1880,michael,5763
1881,michael,8434
1882,michael,7205
1883,michael,5787
1884,michael,6761
1885,michael,7290
1886,michael,7687
1887,michael,7721
1888,michael,10415
1889,michael,5855
1890,michael,7984
1891,michael,8151
1892,michael,7663
1893,michael,9848
1894,michael,8962
1895,michael,10269
1896,michael,13095
1897,michael,10201
1898,michael,16742
1899,michael,11841
1900,michael,9417
1901,michael,12685
1902,michael,9325
1903,michael,9983
1904,michael,10556
1905,michael,12029
1906,michael,16640
1907,michael,10206
1908,michael,12649
1909,michael,18620
1910,michael,18572
1911,michael,18234
1912,michael,17501
1913,michael,25863
1914,michael,18511
1915,michael,14902
1916,michael,15431
1917,michael,15421
1918,michael,13376
1919,michael,17015
1920,michael,15825
1921,michael,13998
1922,michael,13361
1923,michael,10735
1924,michael,9961
1925,michael,12366
1926,michael,9938
1927,michael,9223
1928,michael,10430
1929,michael,12050
1930,michael,14159
1931,michael,9942
1932,michael,7612
1933,michael,6576
1934,michael,10911
1935,michael,11375
1936,michael,8169
1937,michael,12462
1938,michael,10307
1939,michael,10019
1940,michael,8232
1941,michael,9640
1942,michael,7527
1943,michael,11265
1944,michael,6669
1945,michael,6308
1946,michael,9982
1947,michael,10604
1948,michael,13351
1949,michael,11900
1950,michael,13334
1951,michael,11710
1952,michael,12082
1953,michael,11675
1954,michael,14410
1955,michael,13133
1956,michael,18410
1957,michael,13668
1958,michael,18872
1959,michael,13478
1960,michael,19392
1961,michael,17272
1962,michael,19282
1963,michael,19261
1964,michael,21486
1965,michael,25205
1966,michael,27244
1967,michael,34797
1968,michael,38048
1969,michael,34780
1970,michael,37552
1971,michael,40154
1972,michael,46633
1973,michael,40146
1974,michael,39779
1975,michael,44027
1976,michael,48232
1977,michael,56391
1978,michael,56390
1979,michael,67065
1980,michael,62556
1981,michael,66249
1982,michael,69454
1983,michael,75322
1984,michael,84576
1985,michael,80891
1986,michael,87677
1987,michael,90318
1988,michael,97427
1989,michael,126120
1990,michael,106345
1991,michael,101748
1992,michael,124567
1993,michael,125659
1994,michael,132656
1995,michael,130501
1996,michael,136662
1997,michael,130302
1998,michael,147246
1999,michael,151604
2000,michael,172840
2001,michael,176326
2002,michael,188116
2003,michael,199914
2004,michael,214839
2005,michael,190620
2006,michael,192804
2007,michael,217422
2008,michael,157291
2009,michael,18908
1590,william,5
1600,william,8
1628,william,15
1635,william,7
1647,william,2
1648,william,50
1649,william,1
1660,william,76
1661,william,7
1662,william,34
1663,william,181
1664,william,35
1665,william,47
1666,william,63
1667,william,59
1668,william,30
1669,william,172
1676,william,7
1680,william,376
1681,william,2
1683,william,10
1690,william,70
1692,william,4
1693,william,52
1694,william,3
1698,william,2
1701,william,1
1703,william,455
1706,william,1
1708,william,27
1711,william,13
1713,william,19
1714,william,6
1717,william,74
1719,william,12
1722,william,1
1723,william,48
1727,william,1
1728,william,5
1729,william,15
1730,william,31
1731,william,38
1734,william,10
1735,william,34
1738,william,2
1741,william,33
1743,william,38
1745,william,1
1747,william,245
1749,william,1
1751,william,3
1752,william,98
1753,william,2
1759,william,24
1762,william,98
1764,william,678
1765,william,57
1767,william,1
1769,william,53
1770,william,28
1771,william,50
1772,william,35
1773,william,14
1774,william,184
1775,william,64
1776,william,42
1778,william,19
1779,william,172
1782,william,25
1783,william,39
1784,william,5
1785,william,41
1786,william,92
1787,william,251
1788,william,74
1789,william,41
1790,william,271
1791,william,157
1792,william,159
1793,william,140
1794,william,88
1795,william,290
